Mode,Indicator,Date,Current,Week Number,Year
Aviation,U.S. International Commercial Flights (Departures),12/05/2021 12:00:00 AM,3201,50,2021
Aviation,U.S. International Commercial Flights (Departures),12/06/2021 12:00:00 AM,3010,50,2021
Aviation,U.S. International Commercial Flights (Departures),12/07/2021 12:00:00 AM,2852,50,2021
Aviation,U.S. International Commercial Flights (Departures),12/08/2021 12:00:00 AM,2925,50,2021
Aviation,U.S. International Commercial Flights (Departures),12/09/2021 12:00:00 AM,3049,50,2021
Aviation,U.S. International Commercial Flights (Departures),12/10/2021 12:00:00 AM,3015,50,2021
Aviation,U.S. International Commercial Flights (Departures),12/11/2021 12:00:00 AM,3286,50,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/05/2021 12:00:00 AM,23888,50,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/06/2021 12:00:00 AM,23389,50,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/07/2021 12:00:00 AM,24165,50,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/08/2021 12:00:00 AM,25571,50,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/09/2021 12:00:00 AM,24616,50,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/10/2021 12:00:00 AM,19578,50,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/11/2021 12:00:00 AM,22262,50,2021
Aviation,U.S. International Commercial Flights (Departures),12/12/2021 12:00:00 AM,3242,51,2021
Aviation,U.S. International Commercial Flights (Departures),12/13/2021 12:00:00 AM,3066,51,2021
Aviation,U.S. International Commercial Flights (Departures),12/14/2021 12:00:00 AM,2928,51,2021
Aviation,U.S. International Commercial Flights (Departures),12/15/2021 12:00:00 AM,3018,51,2021
Aviation,U.S. International Commercial Flights (Departures),12/16/2021 12:00:00 AM,3289,51,2021
Aviation,U.S. International Commercial Flights (Departures),12/17/2021 12:00:00 AM,3352,51,2021
Aviation,U.S. International Commercial Flights (Departures),12/18/2021 12:00:00 AM,3695,51,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/12/2021 12:00:00 AM,23176,51,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/13/2021 12:00:00 AM,23706,51,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/14/2021 12:00:00 AM,23141,51,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/15/2021 12:00:00 AM,23514,51,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/16/2021 12:00:00 AM,25675,51,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/17/2021 12:00:00 AM,25939,51,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/18/2021 12:00:00 AM,22337,51,2021
Aviation,Persons Screened at All Airports,12/12/2021 12:00:00 AM,2046693,51,2021
Aviation,Persons Screened at All Airports,12/13/2021 12:00:00 AM,1858481,51,2021
Aviation,Persons Screened at All Airports,12/14/2021 12:00:00 AM,1534345,51,2021
Aviation,Persons Screened at All Airports,12/15/2021 12:00:00 AM,1713257,51,2021
Aviation,Persons Screened at All Airports,12/16/2021 12:00:00 AM,2073386,51,2021
Aviation,Persons Screened at All Airports,12/17/2021 12:00:00 AM,2147147,51,2021
Aviation,Persons Screened at All Airports,12/18/2021 12:00:00 AM,1939130,51,2021
Aviation,U.S. International Commercial Flights (Departures),12/19/2021 12:00:00 AM,3595,52,2021
Aviation,U.S. International Commercial Flights (Departures),12/20/2021 12:00:00 AM,3427,52,2021
Aviation,U.S. International Commercial Flights (Departures),12/21/2021 12:00:00 AM,3422,52,2021
Aviation,U.S. International Commercial Flights (Departures),12/22/2021 12:00:00 AM,3465,52,2021
Aviation,U.S. International Commercial Flights (Departures),12/23/2021 12:00:00 AM,3411,52,2021
Aviation,U.S. International Commercial Flights (Departures),12/24/2021 12:00:00 AM,3155,52,2021
Aviation,U.S. International Commercial Flights (Departures),12/25/2021 12:00:00 AM,3311,52,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/19/2021 12:00:00 AM,23586,52,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/20/2021 12:00:00 AM,24692,52,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/21/2021 12:00:00 AM,25435,52,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/22/2021 12:00:00 AM,25955,52,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/23/2021 12:00:00 AM,25723,52,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/24/2021 12:00:00 AM,19480,52,2021
Aviation,U.S. Domestic Commercial Flights (Departures),12/25/2021 12:00:00 AM,16676,52,2021
Aviation,People Screened at All Airports,12/19/2021 12:00:00 AM,2122452,52,2021
Aviation,People Screened at All Airports,12/20/2021 12:00:00 AM,2036413,52,2021
Aviation,People Screened at All Airports,12/21/2021 12:00:00 AM,1934744,52,2021
Aviation,People Screened at All Airports,12/22/2021 12:00:00 AM,2044372,52,2021
Aviation,People Screened at All Airports,12/23/2021 12:00:00 AM,2133709,52,2021
Aviation,People Screened at All Airports,12/24/2021 12:00:00 AM,1635529,52,2021
Aviation,People Screened at All Airports,12/25/2021 12:00:00 AM,1484408,52,2021
Aviation,U.S. International Commercial Flights (Departures),12/26/2021 12:00:00 AM,3475,53,2021
Aviation,People Screened at All Airports,11/28/2021 12:00:00 AM,2395359,49,2021
Aviation,People Screened at All Airports,11/29/2021 12:00:00 AM,2176308,49,2021
Aviation,People Screened at All Airports,11/30/2021 12:00:00 AM,1758234,49,2021
Aviation,People Screened at All Airports,12/01/2021 12:00:00 AM,1610828,49,2021
Aviation,People Screened at All Airports,12/02/2021 12:00:00 AM,1811679,49,2021
Aviation,People Screened at All Airports,12/03/2021 12:00:00 AM,1867785,49,2021
Aviation,People Screened at All Airports,12/04/2021 12:00:00 AM,1511753,49,2021
Aviation,Persons Screened at All Airports,12/05/2021 12:00:00 AM,2011797,50,2021
Aviation,Persons Screened at All Airports,12/06/2021 12:00:00 AM,1792763,50,2021
Aviation,Persons Screened at All Airports,12/07/2021 12:00:00 AM,1409088,50,2021
Aviation,Persons Screened at All Airports,12/08/2021 12:00:00 AM,1564130,50,2021
Aviation,Persons Screened at All Airports,12/09/2021 12:00:00 AM,1908499,50,2021
Aviation,Persons Screened at All Airports,12/10/2021 12:00:00 AM,1983820,50,2021
Aviation,Persons Screened at All Airports,12/11/2021 12:00:00 AM,1589511,50,2021
Aviation,U.S. International Commercial Flights (Departures),12/27/2021 12:00:00 AM,3361,53,2021
Aviation,U.S. International Commercial Flights (Departures),12/28/2021 12:00:00 AM,3295,53,2021
Aviation,U.S. International Commercial Flights (Departures),12/29/2021 12:00:00 AM,3359,53,2021
Aviation,U.S. International Commercial Flights (Departures),12/30/2021 12:00:00 AM,3292,53,2021
Aviation,U.S. International Commercial Flights (Departures),12/31/2021 12:00:00 AM,3082,53,2021
Aviation,U.S. International Commercial Flights (Departures),01/01/2022 12:00:00 AM,3472,53,2021
Aviation,U.S. Domestic Commercial Flights (Departures),01/02/2022 12:00:00 AM,21661,53,2021
Aviation,U.S. Domestic Commercial Flights (Departures),01/03/2022 12:00:00 AM,22853,53,2021
Aviation,U.S. Domestic Commercial Flights (Departures),01/04/2022 12:00:00 AM,23773,53,2021
Aviation,U.S. Domestic Commercial Flights (Departures),01/05/2022 12:00:00 AM,24098,53,2021
Aviation,U.S. Domestic Commercial Flights (Departures),01/06/2022 12:00:00 AM,23695,53,2021
Aviation,U.S. Domestic Commercial Flights (Departures),01/07/2022 12:00:00 AM,18791,53,2021
Aviation,U.S. Domestic Commercial Flights (Departures),01/08/2022 12:00:00 AM,16515,53,2021
Aviation,U.S. International Commercial Flights (Departures),10/11/2020 12:00:00 AM,1349,42,2020
Aviation,U.S. International Commercial Flights (Departures),10/12/2020 12:00:00 AM,1278,42,2020
Aviation,U.S. International Commercial Flights (Departures),10/13/2020 12:00:00 AM,1073,42,2020
Aviation,U.S. International Commercial Flights (Departures),10/14/2020 12:00:00 AM,1218,42,2020
Aviation,U.S. International Commercial Flights (Departures),10/15/2020 12:00:00 AM,1374,42,2020
Aviation,U.S. International Commercial Flights (Departures),10/16/2020 12:00:00 AM,1430,42,2020
Aviation,U.S. International Commercial Flights (Departures),10/17/2020 12:00:00 AM,1498,42,2020
Aviation,U.S. International Commercial Flights (Departures),10/18/2020 12:00:00 AM,1399,43,2020
Aviation,U.S. International Commercial Flights (Departures),10/19/2020 12:00:00 AM,1305,43,2020
Aviation,U.S. International Commercial Flights (Departures),10/20/2020 12:00:00 AM,1086,43,2020
Aviation,U.S. International Commercial Flights (Departures),10/21/2020 12:00:00 AM,1210,43,2020
Aviation,U.S. International Commercial Flights (Departures),10/22/2020 12:00:00 AM,1398,43,2020
Aviation,U.S. International Commercial Flights (Departures),10/23/2020 12:00:00 AM,1423,43,2020
Aviation,U.S. International Commercial Flights (Departures),10/24/2020 12:00:00 AM,1479,43,2020
Aviation,U.S. International Commercial Flights (Departures),10/25/2020 12:00:00 AM,1398,44,2020
Aviation,U.S. International Commercial Flights (Departures),10/26/2020 12:00:00 AM,1285,44,2020
Aviation,U.S. International Commercial Flights (Departures),10/27/2020 12:00:00 AM,1103,44,2020
Aviation,U.S. Domestic Commercial Flights (Departures),01/02/2022 12:00:00 AM,21487,2,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/03/2022 12:00:00 AM,21654,2,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/04/2022 12:00:00 AM,21804,2,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/05/2022 12:00:00 AM,21370,2,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/06/2022 12:00:00 AM,22053,2,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/07/2022 12:00:00 AM,21437,2,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/08/2022 12:00:00 AM,18422,2,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/09/2022 12:00:00 AM,21539,3,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/10/2022 12:00:00 AM,22047,3,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/11/2022 12:00:00 AM,21433,3,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/12/2022 12:00:00 AM,22171,3,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/13/2022 12:00:00 AM,23996,3,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/14/2022 12:00:00 AM,24119,3,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/15/2022 12:00:00 AM,18382,3,2022
Aviation,U.S. International Commercial Flights (Departures),10/28/2020 12:00:00 AM,1251,44,2020
Aviation,U.S. International Commercial Flights (Departures),10/29/2020 12:00:00 AM,1393,44,2020
Aviation,U.S. International Commercial Flights (Departures),10/30/2020 12:00:00 AM,1437,44,2020
Aviation,U.S. International Commercial Flights (Departures),10/31/2020 12:00:00 AM,1385,44,2020
Aviation,U.S. International Commercial Flights (Departures),11/01/2020 12:00:00 AM,1497,45,2020
Aviation,U.S. International Commercial Flights (Departures),11/02/2020 12:00:00 AM,1410,45,2020
Aviation,U.S. International Commercial Flights (Departures),11/03/2020 12:00:00 AM,1224,45,2020
Aviation,U.S. International Commercial Flights (Departures),11/04/2020 12:00:00 AM,1478,45,2020
Aviation,U.S. International Commercial Flights (Departures),11/05/2020 12:00:00 AM,1553,45,2020
Aviation,U.S. International Commercial Flights (Departures),11/06/2020 12:00:00 AM,1600,45,2020
Aviation,U.S. International Commercial Flights (Departures),11/07/2020 12:00:00 AM,1718,45,2020
Aviation,U.S. International Commercial Flights (Departures),11/08/2020 12:00:00 AM,1619,46,2020
Aviation,U.S. International Commercial Flights (Departures),11/09/2020 12:00:00 AM,1476,46,2020
Aviation,U.S. International Commercial Flights (Departures),11/10/2020 12:00:00 AM,1302,46,2020
Aviation,U.S. International Commercial Flights (Departures),11/11/2020 12:00:00 AM,1527,46,2020
Aviation,U.S. International Commercial Flights (Departures),11/12/2020 12:00:00 AM,1610,46,2020
Aviation,U.S. International Commercial Flights (Departures),11/13/2020 12:00:00 AM,1613,46,2020
Aviation,U.S. International Commercial Flights (Departures),11/14/2020 12:00:00 AM,1750,46,2020
Aviation,U.S. International Commercial Flights (Departures),11/15/2020 12:00:00 AM,1651,47,2020
Aviation,U.S. International Commercial Flights (Departures),11/16/2020 12:00:00 AM,1515,47,2020
Aviation,U.S. International Commercial Flights (Departures),11/17/2020 12:00:00 AM,1282,47,2020
Aviation,U.S. International Commercial Flights (Departures),11/18/2020 12:00:00 AM,1539,47,2020
Aviation,U.S. International Commercial Flights (Departures),11/19/2020 12:00:00 AM,1677,47,2020
Aviation,U.S. International Commercial Flights (Departures),11/20/2020 12:00:00 AM,1748,47,2020
Aviation,U.S. International Commercial Flights (Departures),11/21/2020 12:00:00 AM,1934,47,2020
Aviation,U.S. International Commercial Flights (Departures),11/22/2020 12:00:00 AM,1753,48,2020
Aviation,U.S. International Commercial Flights (Departures),11/23/2020 12:00:00 AM,1540,48,2020
Aviation,U.S. International Commercial Flights (Departures),11/24/2020 12:00:00 AM,1535,48,2020
Aviation,U.S. International Commercial Flights (Departures),11/25/2020 12:00:00 AM,1685,48,2020
Aviation,U.S. International Commercial Flights (Departures),11/26/2020 12:00:00 AM,1363,48,2020
Aviation,U.S. International Commercial Flights (Departures),11/27/2020 12:00:00 AM,1632,48,2020
Aviation,U.S. International Commercial Flights (Departures),11/28/2020 12:00:00 AM,1921,48,2020
Aviation,U.S. International Commercial Flights (Departures),11/29/2020 12:00:00 AM,1768,49,2020
Aviation,U.S. International Commercial Flights (Departures),11/30/2020 12:00:00 AM,1665,49,2020
Aviation,U.S. International Commercial Flights (Departures),12/01/2020 12:00:00 AM,1467,49,2020
Aviation,U.S. International Commercial Flights (Departures),12/02/2020 12:00:00 AM,1693,49,2020
Aviation,U.S. International Commercial Flights (Departures),12/03/2020 12:00:00 AM,1750,49,2020
Aviation,U.S. International Commercial Flights (Departures),12/04/2020 12:00:00 AM,1797,49,2020
Aviation,U.S. International Commercial Flights (Departures),12/05/2020 12:00:00 AM,1948,49,2020
Aviation,U.S. International Commercial Flights (Departures),12/06/2020 12:00:00 AM,1833,50,2020
Aviation,U.S. International Commercial Flights (Departures),12/07/2020 12:00:00 AM,1736,50,2020
Aviation,U.S. Domestic Commercial Flights (Departures),01/16/2022 12:00:00 AM,17597,4,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/17/2022 12:00:00 AM,21737,4,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/18/2022 12:00:00 AM,21800,4,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/19/2022 12:00:00 AM,22472,4,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/20/2022 12:00:00 AM,24161,4,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/21/2022 12:00:00 AM,23622,4,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/22/2022 12:00:00 AM,18322,4,2022
Aviation,U.S. International Commercial Flights (Departures),12/08/2020 12:00:00 AM,1456,50,2020
Aviation,U.S. International Commercial Flights (Departures),12/09/2020 12:00:00 AM,1746,50,2020
Aviation,U.S. International Commercial Flights (Departures),12/10/2020 12:00:00 AM,1812,50,2020
Aviation,U.S. International Commercial Flights (Departures),12/11/2020 12:00:00 AM,1886,50,2020
Aviation,U.S. International Commercial Flights (Departures),12/12/2020 12:00:00 AM,2014,50,2020
Aviation,U.S. International Commercial Flights (Departures),12/13/2020 12:00:00 AM,1849,51,2020
Aviation,U.S. International Commercial Flights (Departures),12/14/2020 12:00:00 AM,1759,51,2020
Aviation,U.S. International Commercial Flights (Departures),12/15/2020 12:00:00 AM,1534,51,2020
Aviation,U.S. International Commercial Flights (Departures),12/16/2020 12:00:00 AM,1754,51,2020
Aviation,U.S. International Commercial Flights (Departures),12/17/2020 12:00:00 AM,1961,51,2020
Aviation,U.S. International Commercial Flights (Departures),12/18/2020 12:00:00 AM,2261,51,2020
Aviation,U.S. International Commercial Flights (Departures),12/19/2020 12:00:00 AM,2545,51,2020
Aviation,U.S. International Commercial Flights (Departures),12/20/2020 12:00:00 AM,2290,52,2020
Aviation,U.S. International Commercial Flights (Departures),12/21/2020 12:00:00 AM,2084,52,2020
Aviation,U.S. International Commercial Flights (Departures),12/22/2020 12:00:00 AM,2076,52,2020
Aviation,U.S. International Commercial Flights (Departures),12/23/2020 12:00:00 AM,2198,52,2020
Aviation,U.S. International Commercial Flights (Departures),12/24/2020 12:00:00 AM,1798,52,2020
Aviation,U.S. International Commercial Flights (Departures),12/25/2020 12:00:00 AM,1673,52,2020
Aviation,U.S. International Commercial Flights (Departures),12/26/2020 12:00:00 AM,2369,52,2020
Aviation,U.S. International Commercial Flights (Departures),12/27/2020 12:00:00 AM,2228,53,2020
Aviation,U.S. International Commercial Flights (Departures),12/28/2020 12:00:00 AM,2084,53,2020
Aviation,U.S. International Commercial Flights (Departures),12/29/2020 12:00:00 AM,2042,53,2020
Aviation,U.S. International Commercial Flights (Departures),12/30/2020 12:00:00 AM,2128,53,2020
Aviation,U.S. International Commercial Flights (Departures),12/31/2020 12:00:00 AM,1746,53,2020
Aviation,U.S. International Commercial Flights (Departures),01/01/2021 12:00:00 AM,1818,53,2020
Aviation,U.S. International Commercial Flights (Departures),01/02/2021 12:00:00 AM,2470,53,2020
Aviation,U.S. International Commercial Flights (Departures),01/03/2021 12:00:00 AM,2300,2,2021
Aviation,U.S. International Commercial Flights (Departures),01/04/2021 12:00:00 AM,2151,2,2021
Aviation,U.S. International Commercial Flights (Departures),01/05/2021 12:00:00 AM,1821,2,2021
Aviation,U.S. International Commercial Flights (Departures),01/06/2021 12:00:00 AM,1877,2,2021
Aviation,U.S. International Commercial Flights (Departures),01/07/2021 12:00:00 AM,1972,2,2021
Aviation,U.S. International Commercial Flights (Departures),01/08/2021 12:00:00 AM,2047,2,2021
Aviation,U.S. International Commercial Flights (Departures),01/09/2021 12:00:00 AM,2267,2,2021
Aviation,U.S. International Commercial Flights (Departures),01/10/2021 12:00:00 AM,2092,3,2021
Aviation,U.S. International Commercial Flights (Departures),01/11/2021 12:00:00 AM,1888,3,2021
Aviation,U.S. International Commercial Flights (Departures),01/12/2021 12:00:00 AM,1662,3,2021
Aviation,U.S. International Commercial Flights (Departures),01/13/2021 12:00:00 AM,1778,3,2021
Aviation,U.S. International Commercial Flights (Departures),01/14/2021 12:00:00 AM,1899,3,2021
Aviation,U.S. International Commercial Flights (Departures),01/15/2021 12:00:00 AM,1999,3,2021
Aviation,U.S. International Commercial Flights (Departures),01/16/2021 12:00:00 AM,2207,3,2021
Aviation,U.S. International Commercial Flights (Departures),01/17/2021 12:00:00 AM,1986,4,2021
Aviation,U.S. International Commercial Flights (Departures),01/18/2021 12:00:00 AM,1853,4,2021
Aviation,U.S. International Commercial Flights (Departures),01/19/2021 12:00:00 AM,1603,4,2021
Aviation,U.S. International Commercial Flights (Departures),01/20/2021 12:00:00 AM,1747,4,2021
Aviation,U.S. International Commercial Flights (Departures),01/21/2021 12:00:00 AM,1882,4,2021
Aviation,U.S. International Commercial Flights (Departures),01/22/2021 12:00:00 AM,1941,4,2021
Aviation,U.S. International Commercial Flights (Departures),01/23/2021 12:00:00 AM,2169,4,2021
Aviation,U.S. International Commercial Flights (Departures),01/24/2021 12:00:00 AM,1985,5,2021
Aviation,U.S. Domestic Commercial Flights (Departures),01/23/2022 12:00:00 AM,22119,5,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/24/2022 12:00:00 AM,22410,5,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/25/2022 12:00:00 AM,21877,5,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/26/2022 12:00:00 AM,22647,5,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/27/2022 12:00:00 AM,24334,5,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/28/2022 12:00:00 AM,22859,5,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/29/2022 12:00:00 AM,15195,5,2022
Aviation,U.S. International Commercial Flights (Departures),01/02/2022 12:00:00 AM,3488,2,2022
Aviation,U.S. International Commercial Flights (Departures),01/03/2022 12:00:00 AM,3376,2,2022
Aviation,U.S. International Commercial Flights (Departures),01/04/2022 12:00:00 AM,3210,2,2022
Aviation,U.S. International Commercial Flights (Departures),01/05/2022 12:00:00 AM,3118,2,2022
Aviation,U.S. International Commercial Flights (Departures),01/06/2022 12:00:00 AM,3221,2,2022
Aviation,U.S. International Commercial Flights (Departures),01/07/2022 12:00:00 AM,3104,2,2022
Aviation,U.S. International Commercial Flights (Departures),01/08/2022 12:00:00 AM,3479,2,2022
Aviation,U.S. International Commercial Flights (Departures),01/09/2022 12:00:00 AM,3255,3,2022
Aviation,U.S. International Commercial Flights (Departures),01/10/2022 12:00:00 AM,3075,3,2022
Aviation,U.S. International Commercial Flights (Departures),01/11/2022 12:00:00 AM,2914,3,2022
Aviation,U.S. International Commercial Flights (Departures),01/12/2022 12:00:00 AM,3012,3,2022
Aviation,U.S. International Commercial Flights (Departures),01/13/2022 12:00:00 AM,3092,3,2022
Aviation,U.S. International Commercial Flights (Departures),01/14/2022 12:00:00 AM,3120,3,2022
Aviation,U.S. International Commercial Flights (Departures),01/15/2022 12:00:00 AM,3294,3,2022
Aviation,U.S. International Commercial Flights (Departures),01/16/2022 12:00:00 AM,2918,4,2022
Aviation,U.S. International Commercial Flights (Departures),01/17/2022 12:00:00 AM,2650,4,2022
Aviation,U.S. International Commercial Flights (Departures),01/18/2022 12:00:00 AM,2726,4,2022
Aviation,U.S. International Commercial Flights (Departures),01/19/2022 12:00:00 AM,2877,4,2022
Aviation,U.S. International Commercial Flights (Departures),01/20/2022 12:00:00 AM,3012,4,2022
Aviation,U.S. International Commercial Flights (Departures),01/21/2022 12:00:00 AM,3095,4,2022
Aviation,U.S. International Commercial Flights (Departures),01/22/2022 12:00:00 AM,3402,4,2022
Aviation,U.S. International Commercial Flights (Departures),01/23/2022 12:00:00 AM,3081,5,2022
Aviation,U.S. International Commercial Flights (Departures),01/24/2022 12:00:00 AM,2898,5,2022
Aviation,U.S. International Commercial Flights (Departures),01/25/2022 12:00:00 AM,2674,5,2022
Aviation,U.S. International Commercial Flights (Departures),01/26/2022 12:00:00 AM,2841,5,2022
Aviation,U.S. International Commercial Flights (Departures),01/27/2022 12:00:00 AM,2858,5,2022
Aviation,U.S. International Commercial Flights (Departures),01/28/2022 12:00:00 AM,2856,5,2022
Aviation,U.S. International Commercial Flights (Departures),01/29/2022 12:00:00 AM,2663,5,2022
Aviation,Person Throughput at All Airports,12/26/2021 12:00:00 AM,2013143,53,2021
Aviation,Person Throughput at All Airports,12/27/2021 12:00:00 AM,2030529,53,2021
Aviation,Person Throughput at All Airports,12/28/2021 12:00:00 AM,1939767,53,2021
Aviation,Person Throughput at All Airports,12/29/2021 12:00:00 AM,1968070,53,2021
Aviation,Person Throughput at All Airports,12/30/2021 12:00:00 AM,2007772,53,2021
Aviation,Person Throughput at All Airports,12/31/2021 12:00:00 AM,1587427,53,2021
Aviation,Person Throughput at All Airports,01/01/2022 12:00:00 AM,1560175,53,2021
Aviation,Person Throughput at All Airports,01/02/2022 12:00:00 AM,1964860,2,2022
Aviation,Person Throughput at All Airports,01/03/2022 12:00:00 AM,1859174,2,2022
Aviation,Person Throughput at All Airports,01/04/2022 12:00:00 AM,1614940,2,2022
Aviation,Person Throughput at All Airports,01/05/2022 12:00:00 AM,1444961,2,2022
Aviation,Person Throughput at All Airports,01/06/2022 12:00:00 AM,1484888,2,2022
Aviation,Person Throughput at All Airports,01/07/2022 12:00:00 AM,1457410,2,2022
Aviation,Person Throughput at All Airports,01/08/2022 12:00:00 AM,1393857,2,2022
Aviation,Person Throughput at All Airports,01/09/2022 12:00:00 AM,1648094,3,2022
Aviation,Person Throughput at All Airports,01/10/2022 12:00:00 AM,1393786,3,2022
Aviation,Person Throughput at All Airports,01/11/2022 12:00:00 AM,1074751,3,2022
Aviation,Person Throughput at All Airports,01/12/2022 12:00:00 AM,1178605,3,2022
Aviation,Person Throughput at All Airports,01/13/2022 12:00:00 AM,1483851,3,2022
Aviation,Person Throughput at All Airports,01/14/2022 12:00:00 AM,1675916,3,2022
Aviation,Person Throughput at All Airports,01/15/2022 12:00:00 AM,1366791,3,2022
Aviation,Person Throughput at All Airports,01/16/2022 12:00:00 AM,1383895,4,2022
Aviation,Person Throughput at All Airports,01/17/2022 12:00:00 AM,1642499,4,2022
Aviation,Person Throughput at All Airports,01/18/2022 12:00:00 AM,1244010,4,2022
Aviation,Person Throughput at All Airports,01/19/2022 12:00:00 AM,1144254,4,2022
Aviation,Person Throughput at All Airports,01/20/2022 12:00:00 AM,1409736,4,2022
Aviation,Person Throughput at All Airports,01/21/2022 12:00:00 AM,1451916,4,2022
Aviation,Person Throughput at All Airports,01/22/2022 12:00:00 AM,1192176,4,2022
Aviation,U.S. International Commercial Flights (Departures),01/25/2021 12:00:00 AM,1804,5,2021
Aviation,U.S. International Commercial Flights (Departures),01/26/2021 12:00:00 AM,1543,5,2021
Aviation,U.S. International Commercial Flights (Departures),01/27/2021 12:00:00 AM,1672,5,2021
Aviation,U.S. International Commercial Flights (Departures),01/28/2021 12:00:00 AM,1821,5,2021
Aviation,U.S. International Commercial Flights (Departures),01/29/2021 12:00:00 AM,1914,5,2021
Aviation,U.S. International Commercial Flights (Departures),01/30/2021 12:00:00 AM,2129,5,2021
Aviation,U.S. International Commercial Flights (Departures),01/31/2021 12:00:00 AM,1929,6,2021
Aviation,U.S. International Commercial Flights (Departures),02/01/2021 12:00:00 AM,1516,6,2021
Aviation,U.S. International Commercial Flights (Departures),02/02/2021 12:00:00 AM,1479,6,2021
Aviation,U.S. International Commercial Flights (Departures),02/03/2021 12:00:00 AM,1664,6,2021
Aviation,U.S. International Commercial Flights (Departures),02/04/2021 12:00:00 AM,1821,6,2021
Aviation,U.S. International Commercial Flights (Departures),02/05/2021 12:00:00 AM,1883,6,2021
Aviation,U.S. International Commercial Flights (Departures),02/06/2021 12:00:00 AM,2111,6,2021
Aviation,U.S. International Commercial Flights (Departures),02/07/2021 12:00:00 AM,1845,7,2021
Aviation,U.S. International Commercial Flights (Departures),02/08/2021 12:00:00 AM,1692,7,2021
Aviation,U.S. International Commercial Flights (Departures),02/09/2021 12:00:00 AM,1484,7,2021
Aviation,U.S. International Commercial Flights (Departures),02/10/2021 12:00:00 AM,1632,7,2021
Aviation,U.S. International Commercial Flights (Departures),02/11/2021 12:00:00 AM,1888,7,2021
Aviation,U.S. International Commercial Flights (Departures),02/12/2021 12:00:00 AM,2003,7,2021
Aviation,U.S. International Commercial Flights (Departures),02/13/2021 12:00:00 AM,2187,7,2021
Aviation,U.S. International Commercial Flights (Departures),02/14/2021 12:00:00 AM,1807,8,2021
Aviation,U.S. International Commercial Flights (Departures),02/15/2021 12:00:00 AM,1549,8,2021
Aviation,U.S. International Commercial Flights (Departures),02/16/2021 12:00:00 AM,1386,8,2021
Aviation,U.S. International Commercial Flights (Departures),02/17/2021 12:00:00 AM,1518,8,2021
Aviation,U.S. Domestic Commercial Flights (Departures),01/30/2022 12:00:00 AM,21190,6,2022
Aviation,U.S. Domestic Commercial Flights (Departures),01/31/2022 12:00:00 AM,22538,6,2022
Aviation,U.S. Domestic Commercial Flights (Departures),02/01/2022 12:00:00 AM,22018,6,2022
Aviation,U.S. Domestic Commercial Flights (Departures),02/02/2022 12:00:00 AM,20580,6,2022
Aviation,U.S. Domestic Commercial Flights (Departures),02/03/2022 12:00:00 AM,18621,6,2022
Aviation,U.S. Domestic Commercial Flights (Departures),02/04/2022 12:00:00 AM,19948,6,2022
Aviation,U.S. Domestic Commercial Flights (Departures),02/05/2022 12:00:00 AM,17837,6,2022
